#--- new collection started at 15:29:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:15:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:17:14---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:18:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:20:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:11:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:22:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:24:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:39---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:27:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:37:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:39:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:42:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0140   5   47.7813   1924.5512   333.1552   16.0165   46.0377  167.8698551009386
#--- new collection started at 15:44:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0200   8   7.9896   1910.9924   288.0285   5.1523   12.3745  186.39948861060756
#--- new collection started at 15:47:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0216   7   26.2259   1524.3217   289.7473   10.5710   29.2322  190.25409571890464
FM   3.90   0.0216   9   16.5973   1934.8727   280.0478   2.7918   9.4666  190.2920277127087
#--- new collection started at 15:50:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0247   6   61.4731   967.8073   289.2084   17.8996   52.2020  197.49828644470006
FM   3.90   0.0247   7   38.1788   1220.4744   282.7296   12.8828   36.9783  197.51936895762353
FM   3.90   0.0247   8   17.2488   1446.4744   277.1070   8.4262   22.1053  197.54004820727178
FM   3.90   0.0247   9   8.8107   1645.7868   272.2832   4.5265   11.8099  197.56023506968293
#--- new collection started at 15:52:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0300   5   63.0868   680.8005   272.3651   17.9185   52.0834  209.97590220896348
FM   3.90   0.0300   6   40.9426   908.3283   265.9616   13.0763   37.8218  209.9992027441338
FM   3.90   0.0300   7   20.0083   1118.3947   260.1755   8.6206   23.4305  210.02195423300455
FM   3.90   0.0300   8   7.9381   1311.5318   254.9292   4.5334   11.3880  210.04409252517652
#--- new collection started at 15:55:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:57:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0400   6   50.2751   405.4243   241.8332   14.5390   41.9847  227.57679850891773
FM   3.90   0.0400   7   27.5364   612.3518   234.9690   9.5705   27.2680  227.60131468337988
FM   3.90   0.0400   8   8.3722   810.0761   228.9076   4.9303   12.1999  227.6251694358392
#--- new collection started at 15:08:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0450   5   66.9277   114.5818   237.6252   18.1109   48.1390  233.60063300826792
FM   3.90   0.0450   6   44.1734   320.3235   230.5468   13.0154   37.4078  233.6255261723526
FM   3.90   0.0450   7   20.2694   530.3792   223.4282   7.8118   21.7737  233.64980646148388
FM   3.90   0.0450   8   8.6719   716.5577   217.3732   3.2495   9.3230  233.67343538168575
#--- new collection started at 16:00:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0500   5   63.6972   17.4565   227.1648   17.1749   29.4960  239.59370200531396
FM   3.90   0.0500   6   38.6564   229.4419   219.4577   11.6214   33.1038  239.6182531987526
FM   3.90   0.0500   7   16.9089   416.7798   212.8463   6.8011   18.7552  239.64223330536612
#--- new collection started at 16:02:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0600   5   63.2401   238.9228   208.2318   16.6718   47.1797  250.80592154997083
FM   3.90   0.0600   6   36.6870   24.8612   199.9881   10.7187   24.1289  250.82987361152112
FM   3.90   0.0600   7   13.5467   166.4966   192.8337   5.5347   15.0552  250.85333923317842
#--- new collection started at 16:05:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0700   5   70.6797   488.7446   196.2716   18.1240   52.3117  256.4072669818136
FM   3.90   0.0700   6   42.2474   265.5350   187.0667   11.6142   33.6465  256.42975001550946
FM   3.90   0.0700   7   16.1651   66.4420   178.9617   5.7638   15.6252  256.4519186662359
#--- new collection started at 16:07:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.90   0.0800   4   78.5291   729.1349   184.7175   19.7236   56.9638  260.0431882271678
FM   3.90   0.0800   5   47.6602   496.0821   174.2275   12.4800   36.7425  260.0637718431032
FM   3.90   0.0800   6   19.1805   284.5784   165.3526   5.9986   17.5128  260.08425988236917
#--- new collection started at 16:10:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:12:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:14:58---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:16:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:18:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:20:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:22:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:30:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:04:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:06:14---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:17:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:18:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:20:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:11:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:22:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:24:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:27:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0100   5   33.0438   2663.1467   354.2042   12.5202   35.2943  147.1587574363366
#--- new collection started at 15:37:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:39:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:42:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:44:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0200   7   12.0071   2149.2342   288.9138   2.4096   7.9646  173.86403381507725
#--- new collection started at 15:47:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:50:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0247   5   52.7550   1209.3868   289.2226   14.6207   43.6509  183.97512868629028
#--- new collection started at 15:52:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0300   6   46.8316   990.1514   270.1167   12.9490   38.7255  195.2411649668498
FM   4.00   0.0300   7   22.8197   1240.5643   263.5106   7.7642   22.5709  195.26099179495972
#--- new collection started at 15:55:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0344   5   54.9191   721.5062   260.8160   14.5048   43.3034  202.1698567796546
FM   4.00   0.0344   6   29.4407   975.3200   253.4199   8.9318   26.5081  202.19051684594652
FM   4.00   0.0344   7   9.8127   1182.1725   247.6217   4.4341   12.0367  202.21079795525017
#--- new collection started at 15:57:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0400   5   51.0280   531.9335   244.6386   13.2930   39.6855  211.45746677013062
FM   4.00   0.0400   6   25.0745   775.7971   237.0319   7.6145   22.6350  211.47908834329337
FM   4.00   0.0400   7   7.6261   975.2563   230.9028   2.9816   8.4768  211.50027151865328
#--- new collection started at 15:09:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0450   5   63.2724   276.2593   239.0098   15.8621   46.1617  216.7497706236674
FM   4.00   0.0450   6   38.1816   508.3510   231.4883   10.2818   30.8316  216.7715799223497
FM   4.00   0.0450   7   15.2375   716.9048   224.6502   5.2187   15.2039  216.79300541719542
#--- new collection started at 16:00:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0500   5   49.4272   267.6587   225.4534   12.5548   37.0185  222.04315488841397
FM   4.00   0.0500   6   23.3406   495.1810   217.5166   6.7937   20.3400  222.06460297837472
FM   4.00   0.0500   7   8.8250   710.2720   210.3947   1.4575   4.9652  222.08563016136233
#--- new collection started at 16:02:39---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0600   4   66.9284   150.0823   212.4560   16.1958   45.4258  232.2487864005701
FM   4.00   0.0600   5   37.5735   97.9879   202.8921   9.4556   27.1175  232.2698920696412
FM   4.00   0.0600   6   12.2634   309.9671   195.2954   3.7704   11.2641  232.2907305254051
#--- new collection started at 16:05:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0700   3   76.0054   418.4424   200.8594   18.0052   52.5866  237.14457592511383
FM   4.00   0.0700   4   43.9236   160.5517   190.4131   10.6082   31.1250  237.16441037768962
FM   4.00   0.0700   5   15.1819   69.2419   181.5178   4.1006   12.1328  237.18413718694185
#--- new collection started at 16:07:58---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.0800   4   43.3368   345.4996   175.4643   9.9570   30.2800  240.6476091154507
FM   4.00   0.0800   5   12.6349   111.7865   166.0504   2.9561   9.2507  240.66573477954032
#--- new collection started at 16:10:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:12:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.00   0.1000   3   20.4338   437.3649   134.4471   0.4021   1.5715  218.93201203148678
#--- new collection started at 16:15:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:16:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:18:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:20:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:22:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:30:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:04:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:06:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:17:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:18:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:20:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:11:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:22:11---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:24:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:37:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:39:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:42:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:44:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0200   4   54.2403   1588.9710   307.2694   14.0218   42.7177  162.24372724907042
#--- new collection started at 15:47:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:50:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:52:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:55:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0344   5   46.7490   941.4531   260.9126   11.3360   34.9344  188.42510424416767
FM   4.10   0.0344   7   7.9088   1415.9556   247.9298   1.2696   4.3534  188.460307740157
#--- new collection started at 15:57:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0400   6   30.7640   860.7125   241.3456   7.4752   23.3119  196.6448355624018
FM   4.10   0.0400   7   7.8588   1110.4204   234.0710   1.8622   5.9752  196.66328069220327
#--- new collection started at 15:09:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0450   5   45.3970   574.6334   236.3813   10.5229   32.5126  201.569576453062
FM   4.10   0.0450   6   21.0305   801.1851   229.1587   5.1382   16.1431  201.588284013579
#--- new collection started at 16:00:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0500   4   54.9590   344.7188   229.8712   12.4540   37.8279  206.49653964756942
FM   4.10   0.0500   5   27.0677   597.4650   221.4999   6.2401   19.6669  206.51514617673425
FM   4.10   0.0500   6   7.5880   825.6782   214.1207   0.7803   2.8184  206.5335682598601
#--- new collection started at 16:02:39---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0600   4   70.0318   58.6668   216.0372   15.5238   39.8523  215.97188558562505
FM   4.10   0.0600   5   40.7382   197.1165   206.8447   8.8280   27.0762  215.99033205935953
FM   4.10   0.0600   6   12.9341   433.9416   198.3517   2.5583   8.4115  216.00868438013381
#--- new collection started at 16:05:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.10   0.0700   3   77.8605   322.0410   204.2680   17.1353   50.5030  220.16902643875048
FM   4.10   0.0700   4   42.1407   29.5797   192.5801   8.8077   22.6929  220.1862093989707
FM   4.10   0.0700   5   13.7422   206.3861   183.8764   2.3602   7.8935  220.20344733048165
#--- new collection started at 16:07:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:10:14---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:12:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:15:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:16:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:18:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:20:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:23:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:30:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:04:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:06:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:17:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:18:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:20:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:11:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:22:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:24:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:11---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:37:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:39:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:42:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:44:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:47:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:50:16---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0247   6   9.1140   2024.2602   281.9230   2.1795   6.9859  160.14190286006726
#--- new collection started at 15:52:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0300   5   21.1892   1553.9407   268.2791   4.7198   15.1839  169.65909079068797
#--- new collection started at 15:55:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:57:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0400   4   48.5716   821.6119   249.2267   10.1056   32.0583  183.44203925312024
FM   4.20   0.0400   5   19.3728   1111.2538   240.7062   3.6224   12.0216  183.4578909026325
#--- new collection started at 15:09:16---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0450   5   27.5651   874.0287   233.7087   5.2557   17.2437  187.80342449521976
#--- new collection started at 16:00:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0500   3   65.4568   369.8224   235.8205   13.5799   41.7275  192.10739679462165
FM   4.20   0.0500   4   32.6629   675.2606   225.6711   6.1440   20.0716  192.12324997001465
#--- new collection started at 16:02:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0600   3   58.8876   161.6755   215.2665   11.6552   35.2078  200.8720595063315
FM   4.20   0.0600   4   26.5173   441.7392   205.2315   4.3283   14.4988  200.8879081361598
#--- new collection started at 16:05:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0700   3   57.8835   41.6818   200.2976   11.1079   29.3500  204.8392995862226
FM   4.20   0.0700   4   22.1048   257.1344   189.3272   3.0159   10.3631  204.8541026229441
#--- new collection started at 16:08:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:10:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.0900   3   10.4570   16.6767   152.5998   3.1823   8.3966  197.73816779557225
#--- new collection started at 16:12:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.20   0.1000   2   8.3747   59.5634   133.9737   7.7132   14.6355  188.82632853344572
#--- new collection started at 16:15:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:16:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:18:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:20:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:23:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:30:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   4.30   0.0080   6   66.8421   3023.2569   394.8959   17.9750   54.4539  117.86197227924218
#--- new collection started at 15:04:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:06:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:50---
